id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop;feriado
496543.0;2023-01-01;domingo;03:40:00;SP;116.0;113,1;TAUBATE;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;5;1;0;0;0;4;0;2;-23,0445658;-45,58259814;SPRF-SP;DEL02-SP;UOP02-DEL02-SP;true
496709.0;2023-01-01;domingo;21:54:00;SP;116.0;105,5;TAUBATE;Transitar na contramão;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;4;0;2;0;1;1;2;3;-23,00757973;-45,51466613;SPRF-SP;DEL02-SP;UOP02-DEL02-SP;true
496840.0;2023-01-02;segunda-feira;15:16:00;SP;381.0;79;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Decrescente;Sol;Múltipla;Reta;Não;8;1;1;0;6;0;1;5;-23,40319901;-46,57564699;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
497108.0;2023-01-03;terça-feira;21:10:00;SP;116.0;504;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-24,78266496;-48,20865858;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
497164.0;2023-01-04;quarta-feira;07:10:00;SP;116.0;568;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-25,055473;-48,55555216;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
497271.0;2023-01-04;quarta-feira;18:10:00;SP;116.0;215;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Sem Vítimas;Anoitecer;Decrescente;Chuva;Dupla;Reta;Sim;1;0;0;0;1;0;0;1;-23,44695693;-46,45394103;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
497307.0;2023-01-04;quarta-feira;19:40:00;SP;116.0;79;ROSEIRA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,89420903;-45,29471098;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
497360.0;2023-01-05;quinta-feira;07:00:00;SP;116.0;89,9;PINDAMONHANGABA;Velocidade Incompatível;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,93930884;-45,37874708;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
497381.0;2023-01-05;quinta-feira;09:40:00;SP;116.0;215;GUARULHOS;Manobra de mudança de faixa;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Múltipla;"Interseção de Vias;Em Obras   ";Sim;2;0;1;0;1;0;1;2;-23,44695693;-46,45394103;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
497479.0;2023-01-05;quinta-feira;20:20:00;SP;116.0;87,4;PINDAMONHANGABA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,93065267;-45,36166116;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
497483.0;2023-01-05;quinta-feira;20:50:00;SP;116.0;210;GUARULHOS;Ausência de reação do condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-23,42870023;-46,41085991;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
497497.0;2023-01-05;quinta-feira;22:50:00;SP;116.0;377,5;MIRACATU;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Dupla;Curva;Sim;2;1;0;0;1;0;0;2;-24,19911973;-47,36899137;SPRF-SP;DEL04-SP;UOP02-DEL04-SP;false
497513.0;2023-01-06;sexta-feira;04:20:00;SP;116.0;219;GUARULHOS;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Dupla;Curva;Sim;1;0;1;0;0;0;1;1;-23,46143954;-46,48885316;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
497515.0;2023-01-06;sexta-feira;04:50:00;SP;116.0;195;ARUJA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Chuva;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-23,3888147;-46,27566213;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
497735.0;2023-01-07;sábado;08:32:00;SP;116.0;273,7;TABOAO DA SERRA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;1;0;0;1;0;0;2;-23,62809795;-46,81870306;SPRF-SP;DEL04-SP;UOP01-DEL04-SP;false
497815.0;2023-01-06;sexta-feira;22:00:00;SP;116.0;32,9;CRUZEIRO;Manobra de mudança de faixa;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Chuva;Dupla;Curva;Não;1;0;0;0;1;0;0;1;-22,6422031;-44,94731891;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
498022.0;2023-01-08;domingo;18:04:00;SP;116.0;167;JACAREI;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Declive;Sim;2;0;1;0;0;1;1;2;-23,30254924;-46,02640493;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
498235.0;2023-01-09;segunda-feira;15:30:00;SP;116.0;230,5;SAO PAULO;Frear bruscamente;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;"Reta;Aclive                   ";Sim;5;0;2;0;3;0;2;4;-23,52251783;-46,5855702;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
498455.0;2023-01-10;terça-feira;23:08:00;SP;116.0;347;MIRACATU;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-24,04699491;-47,19706111;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
498462.0;2023-01-11;quarta-feira;00:47:00;SP;116.0;383;MIRACATU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-24,24165679;-47,36329124;SPRF-SP;DEL04-SP;UOP02-DEL04-SP;false
498463.0;2023-01-10;terça-feira;14:40:00;SP;116.0;564;BARRA DO TURVO;Pista Escorregadia;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Curva;Aclive                  ";Não;2;0;1;0;0;1;1;2;-25,03458919;-48,53543877;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
498502.0;2023-01-11;quarta-feira;08:40:00;SP;153.0;151;PROMISSAO;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Não;1;0;1;0;0;0;1;1;-21,42639998;-49,78631982;SPRF-SP;DEL07-SP;UOP01-DEL07-SP;false
498556.0;2023-01-11;quarta-feira;16:45:00;SP;116.0;97,2;PINDAMONHANGABA;Obras na pista;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;"Reta;Em Obras                 ";Não;3;0;1;0;2;0;1;2;-22,97375666;-45,44726115;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
498629.0;2023-01-12;quinta-feira;00:45:00;SP;116.0;59,9;GUARATINGUETA;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Dupla;Reta;Sim;2;1;0;0;1;0;0;2;-22,8016865;-45,14218994;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
498643.0;2023-01-12;quinta-feira;00:30:00;SP;116.0;544;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;"Curva;Declive                 ";Não;1;0;0;1;0;0;1;1;-24,95781406;-48,42123049;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
498654.0;2023-01-12;quinta-feira;06:40:00;SP;116.0;145;SAO JOSE DOS CAMPOS;Ingestão de álcool pelo condutor;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-23,18274416;-45,84633592;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
498699.0;2023-01-12;quinta-feira;11:35:00;SP;116.0;413;JUQUIA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-24,33231648;-47,60822296;SPRF-SP;DEL05-SP;UOP01-DEL05-SP;false
498733.0;2023-01-12;quinta-feira;14:45:00;SP;153.0;257,2;MARILIA;Acesso irregular;Eventos atípicos;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;0;1;2;-22,23982103;-49,91965379;SPRF-SP;DEL07-SP;UOP02-DEL07-SP;false
498753.0;2023-01-12;quinta-feira;17:00:00;SP;116.0;545;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-24,95016699;-48,42400302;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
498896.0;2023-01-13;sexta-feira;13:20:00;SP;116.0;202;ARUJA;Chuva;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Aclive;Sim;3;0;3;0;0;0;3;2;-23,40809408;-46,33859597;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
499186.0;2023-01-14;sábado;16:50:00;SP;116.0;511;CAJATI;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;"Aclive;Curva;Viaduto          ";Não;1;0;1;0;0;0;1;1;-24,83558399;-48,2223738;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
499291.0;2023-01-15;domingo;09:30:00;SP;116.0;197;ARUJA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;Aclive;Não;3;0;1;1;1;0;2;3;-23,39721625;-46,29284287;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
499354.0;2023-01-15;domingo;15:52:00;SP;381.0;83;SAO PAULO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Chuva;Múltipla;Reta;Não;2;0;0;0;2;0;0;2;-23,4309671;-46,56998022;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
499360.0;2023-01-15;domingo;16:10:00;SP;116.0;322,8;JUQUITIBA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-23,935106;-47,026682;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
499490.0;2023-01-16;segunda-feira;07:20:00;SP;116.0;354;MIRACATU;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;1;1;0;2;-24,07491092;-47,24973213;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
499736.0;2023-01-17;terça-feira;15:30:00;SP;153.0;68,5;SAO JOSE DO RIO PRETO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;3;0;0;1;2;0;1;2;-20,8505829;-49,383795;SPRF-SP;DEL09-SP;UOP01-DEL09-SP;false
499795.0;2023-01-17;terça-feira;21:07:00;SP;116.0;315,8;JUQUITIBA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-23,90251888;-46,99049317;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
499985.0;2023-01-19;quinta-feira;00:40:00;SP;116.0;507;CAJATI;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Simples;"Curva;Declive                 ";Não;1;1;0;0;0;0;0;1;-24,805288;-48,214966;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
500071.0;2023-01-16;segunda-feira;21:45:00;SP;116.0;227;SAO PAULO;Manobra de mudança de faixa;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;"Declive;Reta                  ";Sim;2;0;1;0;1;0;1;2;-23,50217447;-46,56452179;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
500095.0;2023-01-19;quinta-feira;15:50:00;SP;116.0;458;REGISTRO;Manobra de mudança de faixa;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Reta;Em Obras                 ";Não;3;0;2;0;1;0;2;2;-24,5958452;-47,8771454;SPRF-SP;DEL05-SP;UOP01-DEL05-SP;false
500129.0;2023-01-19;quinta-feira;20:30:00;SP;116.0;377;MIRACATU;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Curva;Não;6;0;2;1;3;0;3;2;-24,19592033;-47,36368081;SPRF-SP;DEL04-SP;UOP02-DEL04-SP;false
500133.0;2023-01-19;quinta-feira;14:50:00;SP;116.0;561;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Curva;Declive                 ";Não;2;0;1;1;0;0;2;1;-25,02487301;-48,52000237;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
500563.0;2023-01-23;segunda-feira;05:10:00;SP;116.0;225;GUARULHOS;Carga excessiva e/ou mal acondicionada;Derramamento de carga;Sem Vítimas;Amanhecer;Decrescente;Céu Claro;Dupla;Reta;Não;4;0;0;0;4;0;0;4;-23,48586772;-46,54075317;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
500593.0;2023-01-23;segunda-feira;16:15:00;SP;116.0;273;EMBU DAS ARTES;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Viaduto;Reta                  ";Sim;3;0;1;0;0;2;1;3;-23,62809795;-46,81870306;SPRF-SP;DEL04-SP;UOP01-DEL04-SP;false
500618.0;2023-01-23;segunda-feira;16:50:00;SP;116.0;153,8;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Reta;Não;4;0;3;0;1;0;3;2;-23,23262274;-45,91372624;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
500831.0;2023-01-24;terça-feira;15:00:00;SP;116.0;318;JUQUITIBA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Nublado;Dupla;Curva;Não;1;0;0;0;1;0;0;1;-23,92536222;-46,99376156;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
500889.0;2023-01-24;terça-feira;18:40:00;SP;381.0;88,1;GUARULHOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Múltipla;Reta;Sim;6;0;1;0;1;4;1;3;-23,479546;-46,560138;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
500904.0;2023-01-21;sábado;12:00:00;SP;116.0;555;BARRA DO TURVO;Ingestão de álcool pelo condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Curva;Não;1;0;1;0;0;0;1;1;-24,97447301;-48,504597;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
501089.0;2023-01-25;quarta-feira;13:00:00;SP;116.0;511;CAJATI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;"Curva;Declive                 ";Não;3;0;1;0;2;0;1;1;-24,83558399;-48,2223738;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
501195.0;2023-01-25;quarta-feira;22:50:00;SP;116.0;12,7;QUELUZ;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;3;1;0;0;2;0;0;3;-22,54640191;-44,8039181;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
501255.0;2023-01-26;quinta-feira;08:58:00;SP;116.0;392;MIRACATU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-24,2823606;-47,4330272;SPRF-SP;DEL04-SP;UOP02-DEL04-SP;false
501266.0;2023-01-26;quinta-feira;09:00:00;SP;116.0;510,8;CAJATI;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;"Curva;Declive                 ";Não;3;0;2;0;1;0;2;2;-24,82768986;-48,21855823;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
501412.0;2023-01-26;quinta-feira;21:45:00;SP;116.0;216;GUARULHOS;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;4;0;1;1;2;0;2;3;-23,45056589;-46,46258105;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
501485.0;2023-01-27;sexta-feira;09:50:00;SP;116.0;230;SAO PAULO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;Reta;Não;4;0;2;0;2;0;2;2;-23,52251783;-46,5855702;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
501486.0;2023-01-27;sexta-feira;09:00:00;SP;116.0;511;CAJATI;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-24,83558399;-48,2223738;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
501490.0;2023-01-27;sexta-feira;09:55:00;SP;381.0;22,3;BRAGANCA PAULISTA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Dupla;Reta;Não;2;1;0;0;1;0;0;2;-22,99697186;-46,5163051;SPRF-SP;DEL03-SP;UOP02-DEL03-SP;false
501577.0;2023-01-27;sexta-feira;18:30:00;SP;116.0;94;PINDAMONHANGABA;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Não;5;0;2;0;3;0;2;3;-22,96083987;-45,42156507;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
501621.0;2023-01-27;sexta-feira;23:40:00;SP;116.0;6,2;QUELUZ;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,53158181;-44,75374706;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
501634.0;2023-01-28;sábado;02:10:00;SP;116.0;304,8;SAO LOURENCO DA SERRA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Curva;Declive                 ";Não;1;0;1;0;0;0;1;1;-23,835151;-46,92964497;SPRF-SP;DEL04-SP;UOP01-DEL04-SP;false
501637.0;2023-01-28;sábado;03:00:00;SP;116.0;339,3;MIRACATU;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Curva;Declive                 ";Não;1;0;1;0;0;0;1;1;-24,00189616;-47,15224743;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
501640.0;2023-01-28;sábado;05:00:00;SP;116.0;106,8;TAUBATE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Amanhecer;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;1;1;0;2;-23,01250593;-45,52256005;SPRF-SP;DEL02-SP;UOP02-DEL02-SP;false
501811.0;2023-01-20;sexta-feira;19:20:00;SP;116.0;25,8;LAVRINHAS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Múltipla;Reta;Não;4;0;2;0;2;0;2;2;-22,60592606;-44,89504495;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
501943.0;2023-01-29;domingo;15:00:00;SP;116.0;22;LAVRINHAS;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;"Declive;Curva                 ";Não;1;0;1;0;0;0;1;1;-22,58368521;-44,87772952;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
501952.0;2023-01-29;domingo;16:00:00;SP;116.0;315;JUQUITIBA;Condutor Dormindo;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;3;0;1;0;2;0;1;2;-23,90251888;-46,99049317;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
502016.0;2023-01-29;domingo;18:30:00;SP;116.0;339;JUQUITIBA;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-23,9983939;-47,14927316;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
502072.0;2023-01-30;segunda-feira;03:15:00;SP;116.0;210,6;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Garoa/Chuvisco;Dupla;Aclive;Sim;2;0;0;1;1;0;1;2;-23,42870023;-46,41085991;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
502104.0;2023-01-30;segunda-feira;07:50:00;SP;381.0;37,2;ATIBAIA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;3;0;2;0;1;0;2;2;-23,10506237;-46,56881577;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
502311.0;2023-01-31;terça-feira;10:05:00;SP;153.0;32;NOVA GRANADA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;1;0;0;2;0;0;2;-20,54746171;-49,32959617;SPRF-SP;DEL09-SP;UOP01-DEL09-SP;false
502324.0;2023-01-31;terça-feira;13:00:00;SP;116.0;177;GUARAREMA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Aclive;Sim;2;0;0;1;1;0;1;2;-23,32333315;-46,11958293;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
502328.0;2023-01-31;terça-feira;12:00:00;SP;381.0;70;MAIRIPORA;Carga excessiva e/ou mal acondicionada;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Curva;Declive                 ";Não;3;0;1;0;2;0;1;3;-23,34972978;-46,56070474;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
502373.0;2023-01-31;terça-feira;16:30:00;SP;116.0;161;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;2;0;1;3;-23,27617003;-45,97592098;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
502430.0;2023-02-01;quarta-feira;00:10:00;SP;116.0;227;SAO PAULO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Garoa/Chuvisco;Múltipla;"Reta;Declive                  ";Sim;2;0;0;0;2;0;0;2;-23,49659264;-46,55648754;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
502462.0;2023-02-01;quarta-feira;08:35:00;SP;116.0;513;CAJATI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Simples;Curva;Não;3;0;1;0;2;0;1;2;-24,857259;-48,212296;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
502568.0;2023-02-02;quinta-feira;00:55:00;SP;116.0;516;CAJATI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;"Reta;Declive                  ";Não;3;0;1;0;2;0;1;2;-24,87423036;-48,2190838;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
502624.0;2023-02-02;quinta-feira;10:20:00;SP;116.0;273;EMBU DAS ARTES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;3;0;1;0;2;0;1;2;-23,62809795;-46,81870306;SPRF-SP;DEL04-SP;UOP01-DEL04-SP;false
502647.0;2023-02-02;quinta-feira;13:33:00;SP;153.0;85;MIRASSOL;Conversão proibida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Desvio Temporário;Não;3;0;1;0;2;0;1;2;-20,9344296;-49,51909431;SPRF-SP;DEL09-SP;UOP01-DEL09-SP;false
502735.0;2023-02-02;quinta-feira;08:29:00;SP;116.0;500;CAJATI;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Curva;Não;3;0;1;0;2;0;1;2;-24,78162109;-48,18342711;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
502789.0;2023-02-03;sexta-feira;07:00:00;SP;381.0;4;VARGEM;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-22,887746;-46,411949;SPRF-SP;DEL03-SP;UOP02-DEL03-SP;false
502891.0;2023-02-03;sexta-feira;13:15:00;SP;116.0;225;GUARULHOS;Demais falhas mecânicas ou elétricas;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;0;0;1;0;0;1;-23,48586772;-46,54075317;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
502976.0;2023-02-03;sexta-feira;23:50:00;SP;116.0;49;LORENA;Ingestão de álcool pelo condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-22,73051614;-45,0765859;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
