id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;ilesos;ignorados;feridos;veiculos;latitude;longitude;regional;delegacia;uop;feriado
551974.0;2023-09-30;sábado;19:00:00;SP;116.0;152,9;SAO JOSE DOS CAMPOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Sim;2;0;0;1;1;0;1;2;-23,22620401;-45,90682999;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
552035.0;2023-10-01;domingo;00:40:00;SP;116.0;143;SAO JOSE DOS CAMPOS;Chuva;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-23,17849879;-45,83787411;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
552066.0;2023-10-01;domingo;06:30:00;SP;153.0;67,5;SAO JOSE DO RIO PRETO;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;1;0;0;0;0;1;0;1;-20,84853593;-49,37585608;SPRF-SP;DEL09-SP;UOP01-DEL09-SP;false
552067.0;2023-10-01;domingo;05:20:00;SP;116.0;36,6;CACHOEIRA PAULISTA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Dupla;Curva;Não;3;0;1;1;1;0;2;1;-22,66104604;-44,97604019;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
552077.0;2023-10-01;domingo;06:20:00;SP;116.0;65;GUARATINGUETA;Acumulo de água sobre o pavimento;Colisão lateral mesmo sentido;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Dupla;Curva;Não;2;0;1;0;1;0;1;2;-22,823273;-45,192806;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
552079.0;2023-10-01;domingo;05:30:00;SP;116.0;192;SANTA ISABEL;Ingestão de álcool pelo condutor;Capotamento;Sem Vítimas;Plena Noite;Decrescente;Chuva;Dupla;"Curva;Declive                 ";Sim;1;0;0;0;0;1;0;1;-23,376923;-46,249733;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552080.0;2023-10-01;domingo;07:00:00;SP;116.0;230,5;SAO PAULO;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Não;2;0;1;0;0;1;1;2;-23,52251783;-46,5855702;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552100.0;2023-10-01;domingo;08:30:00;SP;116.0;181;GUARAREMA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-23,34071022;-46,15361889;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552112.0;2023-10-01;domingo;09:30:00;SP;116.0;504;CAJATI;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Simples;Curva;Não;2;0;1;1;0;0;2;1;-24,78266496;-48,20865858;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
552127.0;2023-10-01;domingo;11:11:00;SP;116.0;326;JUQUITIBA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;2;0;1;0;1;0;1;1;-23,93901304;-47,06241203;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
552132.0;2023-10-01;domingo;12:00:00;SP;116.0;198;ARUJA;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Reta;Declive                  ";Não;3;0;1;0;2;0;1;1;-23,399937;-46,302038;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552142.0;2023-10-01;domingo;12:30:00;SP;381.0;79;SAO PAULO;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;"Curva;Declive                 ";Sim;4;0;1;0;2;1;1;3;-23,40319901;-46,57564699;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
552156.0;2023-10-01;domingo;13:35:00;SP;116.0;85;PINDAMONHANGABA;Chuva;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-22,92211829;-45,34450085;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
552206.0;2023-10-01;domingo;18:30:00;SP;116.0;226,6;GUARULHOS;Demais falhas mecânicas ou elétricas;Queda de ocupante de veículo;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-23,49102507;-46,54878195;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552212.0;2023-10-01;domingo;18:00:00;SP;116.0;74;APARECIDA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-22,87353809;-45,25320023;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
552260.0;2023-09-11;segunda-feira;19:28:00;SP;116.0;211;GUARULHOS;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Múltipla;Declive;Não;2;0;1;0;0;1;1;2;-23,4324306;-46,4194352;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552290.0;2023-10-02;segunda-feira;00:15:00;SP;116.0;223;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Chuva;Simples;Reta;Não;2;0;0;0;2;0;0;2;-23,47559815;-46,5246609;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552299.0;2023-10-02;segunda-feira;01:10:00;SP;381.0;36,9;ATIBAIA;Ingestão de álcool pelo condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Não;1;0;0;1;0;0;1;1;-23,09707232;-46,57180706;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
552322.0;2023-10-02;segunda-feira;06:20:00;SP;116.0;216;GUARULHOS;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Sim;3;0;1;2;0;0;3;1;-23,45056589;-46,46258105;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552327.0;2023-10-02;segunda-feira;06:30:00;SP;116.0;210;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-23,42870023;-46,41085991;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552351.0;2023-09-06;quarta-feira;17:30:00;SP;381.0;35;ATIBAIA;Manobra de mudança de faixa;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Declive                  ";Sim;2;0;1;0;1;0;1;2;-23,088586;-46,571798;SPRF-SP;DEL03-SP;UOP02-DEL03-SP;false
552368.0;2023-10-02;segunda-feira;08:50:00;SP;116.0;228;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Aclive;Sim;4;0;4;0;0;0;4;2;-23,50343484;-46,56638712;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552409.0;2023-10-02;segunda-feira;12:00:00;SP;116.0;128,8;CACAPAVA;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-23,11454664;-45,71105567;SPRF-SP;DEL02-SP;UOP02-DEL02-SP;false
552465.0;2023-10-02;segunda-feira;16:15:00;SP;381.0;86;SAO PAULO;Velocidade Incompatível;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Múltipla;Curva;Não;2;0;2;0;0;0;2;1;-23,45930499;-46,57161179;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
552485.0;2023-10-02;segunda-feira;19:20:00;SP;116.0;219;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;Reta;Sim;2;0;1;0;1;0;1;2;-23,46143954;-46,48885316;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552486.0;2023-10-02;segunda-feira;17:40:00;SP;381.0;32;ATIBAIA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Anoitecer;Crescente;Sol;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-23,06461405;-46,57048121;SPRF-SP;DEL03-SP;UOP02-DEL03-SP;false
552526.0;2023-10-03;terça-feira;02:40:00;SP;116.0;222,6;GUARULHOS;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-23,47093408;-46,51631097;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552544.0;2023-10-03;terça-feira;03:45:00;SP;381.0;83;SAO PAULO;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Dupla;Reta;Sim;2;1;0;0;0;1;0;2;-23,4309671;-46,56998022;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
552570.0;2023-10-03;terça-feira;07:20:00;SP;116.0;138,1;SAO JOSE DOS CAMPOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-23,1572739;-45,79554605;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
552582.0;2023-10-03;terça-feira;09:30:00;SP;116.0;165;JACAREI;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;1;0;2;0;1;3;-23,29691791;-46,00798704;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
552587.0;2023-10-03;terça-feira;09:00:00;SP;116.0;284;EMBU DAS ARTES;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Não;2;0;1;0;1;0;1;2;-23,69998;-46,867767;SPRF-SP;DEL04-SP;UOP01-DEL04-SP;false
552606.0;2023-10-03;terça-feira;12:20:00;SP;116.0;210;GUARULHOS;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Aclive                   ";Não;1;0;1;0;0;0;1;1;-23,42870023;-46,41085991;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552607.0;2023-10-03;terça-feira;13:00:00;SP;116.0;222;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-23,47093408;-46,51631097;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552628.0;2023-10-03;terça-feira;15:25:00;SP;116.0;21,3;LAVRINHAS;Animais na Pista;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Curva;Não;1;0;1;0;0;0;1;1;-22,57651319;-44,87315394;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
552649.0;2023-10-03;terça-feira;17:40:00;SP;116.0;134;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;3;0;1;0;2;0;1;2;-23,1402216;-45,7617252;SPRF-SP;DEL02-SP;UOP02-DEL02-SP;false
552662.0;2023-10-03;terça-feira;19:00:00;SP;381.0;64;MAIRIPORA;Pedestre cruzava a pista fora da faixa;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Sim;3;0;0;1;2;0;1;2;-23,3089645;-46,57924651;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
552678.0;2023-10-03;terça-feira;20:20:00;SP;116.0;303;SAO LOURENCO DA SERRA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Múltipla;"Reta;Aclive                   ";Sim;2;0;1;0;1;0;1;2;-23,82760675;-46,92631345;SPRF-SP;DEL04-SP;UOP01-DEL04-SP;false
552703.0;2023-10-04;quarta-feira;00:10:00;SP;116.0;51;LORENA;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Rotatória;Não;1;0;1;0;0;0;1;1;-22,74157511;-45,09206392;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
552737.0;2023-10-04;quarta-feira;07:00:00;SP;116.0;225;GUARULHOS;Condutor Dormindo;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-23,48586772;-46,54075317;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552741.0;2023-10-04;quarta-feira;08:10:00;SP;116.0;154,4;SAO JOSE DOS CAMPOS;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;2;0;0;0;2;1;-23,23903999;-45,92061901;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
552747.0;2023-10-04;quarta-feira;08:05:00;SP;116.0;75;APARECIDA;Manobra de mudança de faixa;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;1;0;1;0;0;0;1;1;-22,87516153;-45,26378892;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
552764.0;2023-10-04;quarta-feira;09:20:00;SP;116.0;223,3;GUARULHOS;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Não;3;0;2;0;0;1;2;2;-23,47559815;-46,5246609;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552776.0;2023-10-04;quarta-feira;12:15:00;SP;116.0;169;JACAREI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;1;1;0;1;2;-23,307652;-46,045128;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
552821.0;2023-10-04;quarta-feira;16:50:00;SP;116.0;382;MIRACATU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;1;0;0;0;1;0;0;1;-24,233543;-47,36028094;SPRF-SP;DEL04-SP;UOP02-DEL04-SP;false
552841.0;2023-10-04;quarta-feira;15:20:00;SP;116.0;561;BARRA DO TURVO;Pista Escorregadia;Capotamento;Sem Vítimas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Não;1;0;0;0;0;1;0;1;-25,02045097;-48,51586004;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
552867.0;2023-10-04;quarta-feira;18:30:00;SP;116.0;488;CAJATI;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Simples;"Rotatória;Retorno Regulamentad";Sim;5;0;1;0;4;0;1;2;-24,72991531;-48,09900284;SPRF-SP;DEL05-SP;UOP01-DEL05-SP;false
552870.0;2023-10-04;quarta-feira;17:10:00;SP;153.0;256;MARILIA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Sim;2;0;1;0;1;0;1;2;-22,231552;-49,91968;SPRF-SP;DEL07-SP;UOP02-DEL07-SP;false
552879.0;2023-09-19;terça-feira;07:40:00;SP;116.0;220;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Não;2;0;1;0;0;1;1;2;-23,46472809;-46,49793962;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552928.0;2023-10-05;quinta-feira;08:30:00;SP;116.0;512;CAJATI;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;1;0;1;0;0;0;1;1;-24,84304306;-48,22027915;SPRF-SP;DEL05-SP;UOP02-DEL05-SP;false
552957.0;2023-10-05;quinta-feira;11:50:00;SP;116.0;205;ARUJA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Sim;2;0;1;0;1;0;1;2;-23,41475243;-46,36600788;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
552996.0;2023-10-05;quinta-feira;08:30:00;SP;116.0;146;SAO JOSE DOS CAMPOS;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Declive;Sim;1;0;1;0;0;0;1;1;-23,19234634;-45,86623452;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
553016.0;2023-10-05;quinta-feira;18:15:00;SP;116.0;97,5;PINDAMONHANGABA;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-22,97375666;-45,44726115;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
553033.0;2023-10-05;quinta-feira;18:50:00;SP;153.0;182,7;LINS;Conversão proibida;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;"Interseção de Vias;Curva;Acliv";Não;2;0;0;1;1;0;1;2;-21,70026655;-49,79639887;SPRF-SP;DEL07-SP;UOP01-DEL07-SP;false
553041.0;2023-10-05;quinta-feira;19:50:00;SP;101.0;44,2;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão frontal;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;Reta;Sim;2;0;1;1;0;0;2;2;-23,41120978;-45,06612718;SPRF-SP;DEL06-SP;UOP01-DEL06-SP;false
553060.0;2023-10-05;quinta-feira;22:50:00;SP;116.0;163;JACAREI;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;1;0;1;0;0;0;1;1;-23,28649584;-45,9919851;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
553135.0;2023-09-17;domingo;15:45:00;SP;116.0;133;CACAPAVA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;0;1;1;2;-23,13370668;-45,74794337;SPRF-SP;DEL02-SP;UOP02-DEL02-SP;false
553144.0;2023-10-06;sexta-feira;08:50:00;SP;116.0;216;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;1;0;0;1;1;2;-23,45056589;-46,46258105;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
553145.0;2023-10-06;sexta-feira;11:05:00;SP;116.0;215;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;1;0;1;0;0;0;1;1;-23,44695693;-46,45394103;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
553196.0;2023-10-06;sexta-feira;15:20:00;SP;116.0;277;TABOAO DA SERRA;Manobra de mudança de faixa;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;1;2;-23,64870535;-46,84395469;SPRF-SP;DEL04-SP;UOP01-DEL04-SP;false
553203.0;2023-10-06;sexta-feira;16:40:00;SP;116.0;228,5;GUARULHOS;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ignorado;Múltipla;Reta;Sim;2;0;0;1;0;1;1;2;-23,50343484;-46,56638712;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
553225.0;2023-10-06;sexta-feira;18:30:00;SP;153.0;33,7;NOVA GRANADA;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Simples;Curva;Não;2;0;1;0;1;0;1;1;-20,56326998;-49,32052397;SPRF-SP;DEL09-SP;UOP01-DEL09-SP;false
553230.0;2023-10-06;sexta-feira;15:30:00;SP;459.0;18,5;PIQUETE;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;"Curva;Declive                 ";Não;1;0;0;1;0;0;1;1;-22,633976;-45,15704;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
553240.0;2023-10-06;sexta-feira;19:20:00;SP;116.0;85,9;PINDAMONHANGABA;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;3;0;1;0;2;0;1;2;-22,92211829;-45,34450085;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
553248.0;2023-10-06;sexta-feira;17:50:00;SP;116.0;339;MIRACATU;Demais falhas na via;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;2;0;0;0;1;1;0;2;-24,00328505;-47,15633198;SPRF-SP;DEL04-SP;UOP03-DEL04-SP;false
553313.0;2023-10-07;sábado;00:10:00;SP;116.0;228;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Decrescente;Nublado;Múltipla;Reta;Sim;2;0;0;0;2;0;0;2;-23,50343484;-46,56638712;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
553318.0;2023-10-06;sexta-feira;23:00:00;SP;116.0;53;LORENA;Reação tardia ou ineficiente do condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;1;1;1;2;-22,75255433;-45,10741076;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
553334.0;2023-10-07;sábado;03:00:00;SP;381.0;87,8;GUARULHOS;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Múltipla;Reta;Não;2;0;0;1;1;0;1;2;-23,46885001;-46,56996601;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
553348.0;2023-10-06;sexta-feira;15:20:00;SP;381.0;1,7;VARGEM;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Curva;Declive                 ";Sim;2;0;1;0;1;0;1;1;-22,88146043;-46,38105397;SPRF-SP;DEL03-SP;UOP02-DEL03-SP;false
553374.0;2023-10-07;sábado;08:10:00;SP;116.0;189;SANTA ISABEL;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Simples;Reta;Sim;6;0;1;0;3;2;1;4;-23,36435234;-46,22488684;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
553407.0;2023-10-07;sábado;11:30:00;SP;116.0;153;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;0;0;2;0;0;2;-23,23262274;-45,91372624;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
553435.0;2023-10-07;sábado;13:50:00;SP;116.0;193;SANTA ISABEL;Demais falhas mecânicas ou elétricas;Incêndio;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Não;3;0;3;0;0;0;3;1;-23,380407;-46,258509;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
553442.0;2023-10-07;sábado;14:47:00;SP;381.0;40;ATIBAIA;Reação tardia ou ineficiente do condutor;Queda de ocupante de veículo;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;2;1;0;0;0;1;0;2;-23,12997498;-46,5767598;SPRF-SP;DEL03-SP;UOP01-DEL03-SP;false
553480.0;2023-10-07;sábado;19:35:00;SP;153.0;49;SAO JOSE DO RIO PRETO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;"Rotatória;Reta                ";Não;5;0;4;1;0;0;5;2;-20,70000401;-49,33945823;SPRF-SP;DEL09-SP;UOP01-DEL09-SP;false
553485.0;2023-10-07;sábado;20:00:00;SP;381.0;34;ATIBAIA;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Não;2;0;0;0;2;0;0;1;-23,079939;-46,569862;SPRF-SP;DEL03-SP;UOP02-DEL03-SP;false
553500.0;2023-10-07;sábado;20:30:00;SP;116.0;84;PINDAMONHANGABA;Ingestão de álcool pelo condutor;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Não;3;0;1;1;0;1;2;2;-22,91777173;-45,33596814;SPRF-SP;DEL08-SP;UOP01-DEL08-SP;false
553529.0;2023-10-07;sábado;23:40:00;SP;116.0;51,3;LORENA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Chuva;Dupla;Reta;Sim;2;0;0;1;0;1;1;2;-22,74367;-45,09533912;SPRF-SP;DEL08-SP;UOP02-DEL08-SP;false
553555.0;2023-10-08;domingo;03:00:00;SP;116.0;168,5;JACAREI;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;"Reta;Declive                  ";Não;1;0;1;0;0;0;1;1;-23,30545902;-46,03567599;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
553558.0;2023-10-08;domingo;04:50:00;SP;116.0;228;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Múltipla;"Reta;Declive                  ";Sim;2;0;0;1;0;1;1;2;-23,50343484;-46,56638712;SPRF-SP;DEL01-SP;UOP01-DEL01-SP;false
553564.0;2023-10-08;domingo;05:08:00;SP;116.0;145;SAO JOSE DOS CAMPOS;Chuva;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Chuva;Dupla;"Reta;Interseção de Vias       ";Não;1;0;1;0;0;0;1;1;-23,1869844;-45,8548078;SPRF-SP;DEL02-SP;UOP01-DEL02-SP;false
553577.0;2023-10-08;domingo;06:15:00;SP;153.0;72;SAO JOSE DO RIO PRETO;Demais falhas mecânicas ou elétricas;Colisão lateral mesmo sentido;Sem Vítimas;Amanhecer;Crescente;Chuva;Dupla;Reta;Sim;2;0;0;0;2;0;0;2;-20,86715501;-49,41334398;SPRF-SP;DEL09-SP;UOP01-DEL09-SP;false
